sector,okved2,year,RDcosts_s
"Сертификация продукции, услуг и организаций",71.20.8,2024,
"Деятельность по техническому контролю, испытаниям и анализу прочая",71.20.9,2024,
Научные исследования и разработки,72,2017,1078777.2317
Научные исследования и разработки,72,2018,1102405.5222
 Научные исследования и разработки,72,2019,1104357.4946
 Научные исследования и разработки,72,2020,1148765.8192
 Научные исследования и разработки,72,2021,1230430.2274000002
 Научные исследования и разработки,72,2022,1337611.4171
Научные исследования и разработки,72,2023,1517512.6119
Научные исследования и разработки,72,2024,1614145.8032
Научные исследования и разработки в области естественных и технических наук,72.1,2017,1068387.8681
Научные исследования и разработки в области естественных и технических наук,72.1,2018,1086796.3295
Научные исследования и разработки в области естественных и технических наук,72.1,2019,1082852.3426
Научные исследования и разработки в области естественных и технических наук,72.1,2020,1127895.7792
Научные исследования и разработки в области естественных и технических наук,72.1,2021,1208781.4892
Научные исследования и разработки в области естественных и технических наук,72.1,2022,1303469.1522
Научные исследования и разработки в области естественных и технических наук,72.1,2023,1491182.2899000002
Научные исследования и разработки в области естественных и технических наук,72.1,2024,1581513.1985
Научные исследования и разработки в области биотехнологии,72.11,2017,678.6046
Научные исследования и разработки в области биотехнологии,72.11,2018,575.4619
Научные исследования и разработки в области биотехнологии,72.11,2019,3531.4081
Научные исследования и разработки в области биотехнологии,72.11,2020,7364.4481
Научные исследования и разработки в области биотехнологии,72.11,2021,9859.8158
Научные исследования и разработки в области биотехнологии,72.11,2022,8956.9792
Научные исследования и разработки в области биотехнологии,72.11,2023,11191.0249
Научные исследования и разработки в области биотехнологии,72.11,2024,13621.8821
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2017,1067689.6081
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2018,1086220.8676
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2019,1079320.9345
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2020,1120531.3310999998
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2021,1198921.6734000002
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2022,1294512.173
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2023,1479991.265
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2024,1567891.3164
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2017,10389.3636
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2018,15609.1927
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2019,21505.152
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2020,20870.04
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2021,21648.7382
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2022,34142.2649
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2023,26330.322
Научные исследования и разработки в области общественных и гуманитарных наук,72.20,2024,32632.6047
Научные исследования и разработки в области общественных наук,72.20.1,2017,313.2636
Научные исследования и разработки в области общественных наук,72.20.1,2018,294.77509999999995
Научные исследования и разработки в области общественных наук,72.20.1,2019,1085.3112
Научные исследования и разработки в области общественных наук,72.20.1,2020,1357.0488
Научные исследования и разработки в области общественных наук,72.20.1,2021,1642.8355
Научные исследования и разработки в области общественных наук,72.20.1,2022,11633.6453
Научные исследования и разработки в области общественных наук,72.20.1,2023,2643.6761
Научные исследования и разработки в области общественных наук,72.20.1,2024,5502.2783
Научные исследования и разработки в области общественных наук прочие,72.20.19,2024,2834.1424
Научные исследования и разработки в области гуманитарных наук,72.20.2,2017,847.8909
Научные исследования и разработки в области гуманитарных наук,72.20.2,2018,817.2645
Научные исследования и разработки в области гуманитарных наук,72.20.2,2019,754.0491
Научные исследования и разработки в области гуманитарных наук,72.20.2,2020,754.1646
Научные исследования и разработки в области гуманитарных наук,72.20.2,2021,601.8611
Научные исследования и разработки в области гуманитарных наук,72.20.2,2022,874.5317
Научные исследования и разработки в области гуманитарных наук,72.20.2,2023,1032.1937
Научные исследования и разработки в области гуманитарных наук,72.20.2,2024,1303.9896
Деятельность рекламная и исследование конъюнктуры рынка,73,2017,8.501100000000001
Деятельность рекламная и исследование конъюнктуры рынка,73,2018,126.48
Деятельность рекламная и исследование конъюнктуры рынка,73,2019,11.7323
Деятельность рекламная и исследование конъюнктуры рынка,73,2020,156.7972
Деятельность рекламная и исследование конъюнктуры рынка,73,2021,179.6413
Деятельность рекламная и исследование конъюнктуры рынка,73,2022,
Деятельность рекламная и исследование конъюнктуры рынка,73,2023,
Деятельность рекламная и исследование конъюнктуры рынка,73,2024,
Деятельность рекламная,73.1,2023,
Деятельность рекламная,73.1,2024,
Деятельность рекламных агентств,73.11,2024,
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2017,8.501100000000001
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2018,126.48
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2019,11.7323
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2020,156.7972
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2021,121.0876
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2022,
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2023,
Деятельность профессиональная научная и техническая прочая,74,2017,
Деятельность профессиональная научная и техническая прочая,74,2018,
Деятельность профессиональная научная и техническая прочая,74,2019,547.5129000000001
Деятельность профессиональная научная и техническая прочая,74,2020,774.2539
Деятельность профессиональная научная и техническая прочая,74,2021,825.5147
Деятельность профессиональная научная и техническая прочая,74,2022,1093.6432
Деятельность профессиональная научная и техническая прочая,74,2023,255.5783
Деятельность профессиональная научная и техническая прочая,74,2024,1027.864
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2017,
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2018,
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2019,547.5129000000001
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2020,774.2539
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2021,825.5147
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2022,1093.6432
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2023,255.5783
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.90,2024,1027.864
Деятельность иная в области защиты информации,74.90.09.АГ,2019,
Деятельность иная в области защиты информации,74.90.09.АГ,2020,
Деятельность иная в области защиты информации,74.90.09.АГ,2024,1009.9511
Предоставление консультационных услуг в области сельского хозяйства,74.90.4,2024,
Деятельность в области защиты информации и обеспечения безопасности критической информационной инфраструктуры,74.90.9,2024,1009.9511
Деятельность ветеринарная,75,2023,
Деятельность ветеринарная,75.00,2024,
Аренда и лизинг,77,2018,
Аренда и лизинг,77,2024,
"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав",77.40,2024,
Деятельность по обеспечению безопасности и проведению расследований,80,2019,
Деятельность по обеспечению безопасности и проведению расследований,80,2022,
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2017,217.3069
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2018,294.031
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2019,367.8853
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2020,1387.3145
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2021,1118.982
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2022,2685.6911
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2023,379.4987
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2024,404.6127
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2024,
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2024,
Деятельность по организации конференций и выставок,82.30,2024,26.902
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2024,
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2024,
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2024,1658.0688
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2017,
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2018,1362.7612
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2019,847.8894
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2020,832.809
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2024,1549.8768
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2024,
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2024,
Управление деятельностью в области фундаментальных исследований,84.11.6,2024,
"Управление имуществом, находящимся в государственной собственности",84.11.8,2024,
Предоставление государственных услуг обществу,84.2,2024,1567.1626
Деятельность в области юстиции и правосудия,84.23,2024,
"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным",84.23.4,2024,
Образование,85,2024,195945.5412
Образование общее,85.1,2017,
Образование общее,85.1,2018,
Образование общее,85.1,2019,
Образование общее,85.1,2020,16.3872
Образование общее,85.1,2021,
Образование общее,85.1,2022,
Образование общее,85.1,2023,
Образование общее,85.1,2024,
Образование среднее общее,85.14,2024,
Образование профессиональное,85.2,2017,94726.2788
Образование профессиональное,85.2,2018,100996.4724
Образование профессиональное,85.2,2019,112664.3108
Образование профессиональное,85.2,2020,116697.5293
Образование профессиональное,85.2,2021,133033.7758
Образование профессиональное,85.2,2022,152241.3071
Образование профессиональное,85.2,2023,175212.9445
Образование профессиональное,85.2,2024,192459.7189
Образование профессиональное среднее,85.21,2017,81.4483
Образование профессиональное среднее,85.21,2018,62.205
Образование профессиональное среднее,85.21,2019,49.4269
Образование профессиональное среднее,85.21,2020,36.3906
Образование профессиональное среднее,85.21,2021,40.562
Образование профессиональное среднее,85.21,2022,27.0924
Образование профессиональное среднее,85.21,2023,21.3246
Образование профессиональное среднее,85.21,2024,20.5442
Образование высшее,85.22,2017,94002.7004
Образование высшее,85.22,2018,100337.1855
Образование высшее,85.22,2019,110437.3008
Образование высшее,85.22,2020,116301.2345
Образование высшее,85.22,2021,132652.0791
Образование высшее,85.22,2022,151935.61490000002
Образование высшее,85.22,2023,174949.8593
Образование высшее,85.22,2024,191949.8706
Образование высшее - бакалавриат,85.22.1,2024,9029.8767
Образование высшее - специалитет,85.22.2,2024,1164.2265
Образование высшее - магистратура,85.22.3,2024,5898.5347
Подготовка кадров высшей квалификации,85.23,2017,642.1301
Подготовка кадров высшей квалификации,85.23,2018,597.0819
Подготовка кадров высшей квалификации,85.23,2019,2177.5831000000003
Подготовка кадров высшей квалификации,85.23,2020,359.9042
Подготовка кадров высшей квалификации,85.23,2021,341.1347
Подготовка кадров высшей квалификации,85.23,2022,278.5998
Подготовка кадров высшей квалификации,85.23,2023,241.7606
Подготовка кадров высшей квалификации,85.23,2024,489.3041
Обучение профессиональное,85.3,2019,
Обучение профессиональное,85.3,2020,
Образование дополнительное,85.4,2017,169.91639999999998
Образование дополнительное,85.4,2018,220.4345
Образование дополнительное,85.4,2019,184.1734
Образование дополнительное,85.4,2020,201.8411
Образование дополнительное,85.4,2021,454.6823
Образование дополнительное,85.4,2022,553.2569
Образование дополнительное,85.4,2023,826.5598
Образование дополнительное,85.4,2024,3475.4365
Образование дополнительное детей и взрослых,85.41,2024,299.626
"Образование дополнительное детей и взрослых, не включенное в другие группировки",85.41.9,2024,
Образование профессиональное дополнительное,85.42,2024,3175.8105
"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,2024,2946.1415
Деятельность в области здравоохранения,86,2017,3681.1105
Деятельность в области здравоохранения,86,2018,4768.864
Деятельность в области здравоохранения,86,2019,5144.4434
Деятельность в области здравоохранения,86,2020,6539.7585
Деятельность в области здравоохранения,86,2021,6066.0184
Деятельность в области здравоохранения,86,2022,5887.0374
Деятельность в области здравоохранения,86,2023,7355.589
Деятельность в области здравоохранения,86,2024,8300.225
Деятельность больничных организаций,86.10,2024,4187.6495
Медицинская и стоматологическая практика,86.2,2024,249.7528
Общая врачебная практика,86.21,2024,
Стоматологическая практика,86.23,2024,
Деятельность в области медицины прочая,86.90,2024,3862.8227
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2024,3507.6584
Деятельность санаторно-курортных организаций,86.90.4,2024,
"Деятельность в области медицины прочая, не включенная в другие группировки",86.90.9,2024,
,88,2020,
,88,2022,
Предоставление социальных услуг без обеспечения проживания,88,2023,
Предоставление социальных услуг без обеспечения проживания,88,2024,
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,2024,
Предоставление прочих социальных услуг без обеспечения проживания,88.9,2024,
"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,2024,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2019,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2020,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2021,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2022,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2023,20.654400000000003
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2024,20.8094
Деятельность в области исполнительских искусств,90.01,2024,
Деятельность учреждений культуры и искусства,90.04,2024,
"Деятельность учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества",90.04.3,2024,
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2017,3044.3372000000004
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2018,3250.0602000000003
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2019,3890.8101
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2020,2740.5387
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2021,2911.7752
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2022,2667.0697
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2023,2820.4601
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2024,3493.5906
Деятельность библиотек и архивов,91.01,2024,867.2722
Деятельность музеев,91.02,2024,1769.7337
"Деятельность по охране исторических мест и зданий, памятников культуры",91.03,2024,107.4761
"Деятельность ботанических садов, зоопарков, государственных природных заповедников и национальных парков",91.04,2024,749.1086
Деятельность зоопарков,91.04.1,2024,
Деятельность государственных природных заповедников (в том числе биосферных),91.04.2,2024,151.88770000000002
Деятельность национальных парков,91.04.3,2024,37.8126
Деятельность природных парков,91.04.4,2024,8.6021
,92,2021,
"Деятельность в области спорта, отдыха и развлечений",93,2018,
"Деятельность в области спорта, отдыха и развлечений",93,2019,
"Деятельность в области спорта, отдыха и развлечений",93,2020,
"Деятельность в области спорта, отдыха и развлечений",93,2021,
"Деятельность в области спорта, отдыха и развлечений",93,2023,
"Деятельность в области спорта, отдыха и развлечений",93,2024,
Деятельность в области спорта,93.1,2024,
Деятельность в области спорта прочая,93.19,2024,
Деятельность в области отдыха и развлечений,93.2,2024,
Деятельность по организации отдыха и развлечений прочая,93.29,2024,
"Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки",93.29.9,2024,
Деятельность общественных организаций,94,2017,119.3193
Деятельность общественных организаций,94,2019,84.4295
Деятельность общественных организаций,94,2020,76.4658
Деятельность общественных организаций,94,2021,427.0294
Деятельность общественных организаций,94,2022,126.425
Деятельность общественных и прочих некоммерческих организаций,94,2023,165.4304
Деятельность общественных и прочих некоммерческих организаций,94,2024,133.6033
Деятельность предпринимательских и профессиональных членских некоммерческих организаций,94.1,2024,79.174
Деятельность предпринимательских членских некоммерческих организаций,94.11,2024,
Деятельность профессиональных членских организаций,94.12,2024,59.201
Деятельность прочих общественных и некоммерческих организаций,94.9,2024,54.429300000000005
Деятельность религиозных организаций,94.91,2024,
"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",94.99,2024,53.5109
Деятельность организаций по охране окружающей среды,94.99.2,2024,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2017,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2018,869.692
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2019,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2020,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2021,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2022,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2024,
Ремонт компьютеров и коммуникационного оборудования,95.1,2024,
Ремонт коммуникационного оборудования,95.12,2018,792.268
Ремонт коммуникационного оборудования,95.12,2019,
Ремонт коммуникационного оборудования,95.12,2020,
Ремонт коммуникационного оборудования,95.12,2021,
Ремонт коммуникационного оборудования,95.12,2022,
Ремонт коммуникационного оборудования,95.12,2024,
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2017,614.2516999999999
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2018,405.5486
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2019,336.25120000000004
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2020,644.7164
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2021,481.1109
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2022,506.1371
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2023,485.4744
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2024,574.1302
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2017,1071.5517
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2018,1177.9892
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2019,1218.2309
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2020,1293.5412
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2021,320.6658
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022,312.37859999999995
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023,1124.8551
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2024,381.2705
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2017,150994.1306
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2018,156916.8682
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2019,177663.09319999997
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2020,231159.5539
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2021,237243.4478
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2022,253484.6658
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2023,307279.447
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2024,458129.132
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2017,131.3766
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2018,208.0078
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2019,154.4931
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2020,
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2021,
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2022,
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2023,
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2024,1086.2077
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2017,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2018,762.5975
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2019,680.3077
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2020,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2021,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2022,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2023,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2024,5131.4119
СТРОИТЕЛЬСТВО,F,2017,59.6495
СТРОИТЕЛЬСТВО,F,2018,
СТРОИТЕЛЬСТВО,F,2019,
СТРОИТЕЛЬСТВО,F,2020,
СТРОИТЕЛЬСТВО,F,2021,
СТРОИТЕЛЬСТВО,F,2022,78.73360000000001
СТРОИТЕЛЬСТВО,F,2023,
СТРОИТЕЛЬСТВО,F,2024,
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2017,1114.2322
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2018,2709.7133
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2019,3347.8984
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2020,1608.3113999999998
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2021,1577.5897
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2022,1708.0059
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2023,2365.7874
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2024,4346.7216
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2017,313.5547
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2018,515.7784
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2019,8495.869
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2020,
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2021,12750.6901
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2022,
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2023,
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2024,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2017,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2018,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2019,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2021,
