sector,okved2,year,pinetusage_s
Деятельность агентов по оптовой торговле текстильными изделиями,46.16.1,2021.0,1.0
Деятельность агентов по оптовой торговле текстильными изделиями,46.16.1,2022.0,1.0
Деятельность агентов по оптовой торговле текстильными изделиями,46.16.1,2024.0,
"Деятельность агентов по оптовой торговле одеждой, изделиями из меха и обувью",46.16.2,2021.0,1.0
"Деятельность агентов по оптовой торговле одеждой, изделиями из меха и обувью",46.16.2,2022.0,1.0
"Деятельность агентов по оптовой торговле одеждой, изделиями из меха и обувью",46.16.2,2024.0,
Деятельность агентов по оптовой торговле изделиями из кожи и дорожными принадлежностями,46.16.3,2021.0,1.0
"Деятельность агентов по оптовой торговле пищевыми продуктами, напитками и табачными изделиями",46.17,2021.0,0.9732142857142857
"Деятельность агентов по оптовой торговле пищевыми продуктами, напитками и табачными изделиями",46.17,2022.0,0.9572649572649573
"Деятельность агентов по оптовой торговле пищевыми продуктами, напитками и табачными изделиями",46.17,2023.0,1.0
"Деятельность агентов по оптовой торговле пищевыми продуктами, напитками и табачными изделиями",46.17,2024.0,0.98989898989899
Деятельность агентов по оптовой торговле пищевыми продуктами,46.17.1,2021.0,1.0
Деятельность агентов по оптовой торговле пищевыми продуктами,46.17.1,2022.0,0.8620689655172413
Деятельность агентов по оптовой торговле пищевыми продуктами,46.17.1,2023.0,1.0
Деятельность агентов по оптовой торговле пищевыми продуктами,46.17.1,2024.0,1.0
Деятельность агентов по оптовой торговле напитками,46.17.2,2021.0,1.0
Деятельность агентов по оптовой торговле напитками,46.17.2,2022.0,1.0
Деятельность агентов по оптовой торговле напитками,46.17.2,2023.0,1.0
Деятельность агентов по оптовой торговле напитками,46.17.2,2024.0,1.0
Деятельность агентов по оптовой торговле безалкогольными напитками,46.17.21,2021.0,1.0
Деятельность агентов по оптовой торговле безалкогольными напитками,46.17.21,2024.0,1.0
"Деятельность агентов по оптовой торговле алкогольными напитками, кроме пива",46.17.22,2021.0,1.0
"Деятельность агентов по оптовой торговле алкогольными напитками, кроме пива",46.17.22,2022.0,1.0
"Деятельность агентов по оптовой торговле алкогольными напитками, кроме пива",46.17.22,2023.0,1.0
"Деятельность агентов по оптовой торговле алкогольными напитками, кроме пива",46.17.22,2024.0,1.0
Деятельность агентов по оптовой торговле пивом,46.17.23,2021.0,1.0
Деятельность агентов по оптовой торговле пивом,46.17.23,2022.0,1.0
Деятельность агентов по оптовой торговле пивом,46.17.23,2023.0,1.0
Деятельность агентов по оптовой торговле пивом,46.17.23,2024.0,1.0
Деятельность агентов по оптовой торговле табачными изделиями,46.17.3,2021.0,1.0
Деятельность агентов по оптовой торговле табачными изделиями,46.17.3,2022.0,1.0
Деятельность агентов по оптовой торговле табачными изделиями,46.17.3,2023.0,
Деятельность агентов по оптовой торговле табачными изделиями,46.17.3,2024.0,
"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров",46.18,2021.0,0.9757575757575757
"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров",46.18,2022.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров",46.18,2023.0,0.9770114942528736
"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров",46.18,2024.0,0.9520958083832335
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией, изделиями, применяемыми в медицинских целях, парфюмерными и косметическими товарами, включая мыло, и чистящими средствами",46.18.1,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией, изделиями, применяемыми в медицинских целях, парфюмерными и косметическими товарами, включая мыло, и чистящими средствами",46.18.1,2022.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией, изделиями, применяемыми в медицинских целях, парфюмерными и косметическими товарами, включая мыло, и чистящими средствами",46.18.1,2023.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией, изделиями, применяемыми в медицинских целях, парфюмерными и косметическими товарами, включая мыло, и чистящими средствами",46.18.1,2024.0,0.9047619047619048
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией",46.18.11,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией",46.18.11,2022.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией",46.18.11,2023.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией",46.18.11,2024.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле изделиями, применяемыми в медицинских целях",46.18.12,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле изделиями, применяемыми в медицинских целях",46.18.12,2022.0,
"Деятельность агентов, специализирующихся на оптовой торговле изделиями, применяемыми в медицинских целях",46.18.12,2023.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле изделиями, применяемыми в медицинских целях",46.18.12,2024.0,
"Деятельность агентов, специализирующихся на оптовой торговле парфюмерными и косметическими товарами, включая мыло",46.18.13,2024.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле играми и игрушками, спортивными товарами, велосипедами, книгами, газетами, журналами, писчебумажными и канцелярскими товарами, музыкальными инструментами, часами и ювелирными изделиями, фототоварами и оптическими товарами",46.18.2,2021.0,
"Деятельность агентов, специализирующихся на оптовой торговле играми и игрушками, спортивными товарами, велосипедами, книгами, газетами, журналами, писчебумажными и канцелярскими товарами, музыкальными инструментами, часами и ювелирными изделиями, фототоварами и оптическими товарами",46.18.2,2023.0,0.5
"Деятельность агентов, специализирующихся на оптовой торговле играми и игрушками, спортивными товарами, велосипедами, книгами, газетами, журналами, писчебумажными и канцелярскими товарами, музыкальными инструментами, часами и ювелирными изделиями, фототоварами и оптическими товарами",46.18.2,2024.0,
"Деятельность агентов, специализирующихся на оптовой торговле техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.18.3,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.18.3,2022.0,
"Деятельность агентов, специализирующихся на оптовой торговле техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.18.3,2023.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.18.3,2024.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле товарами, не включенными в другие группировки",46.18.9,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле товарами, не включенными в другие группировки",46.18.9,2022.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле товарами, не включенными в другие группировки",46.18.9,2023.0,0.9
"Деятельность агентов, специализирующихся на оптовой торговле товарами, не включенными в другие группировки",46.18.9,2024.0,0.8181818181818182
"Деятельность агентов, специализирующихся на оптовой торговле бумагой и картоном",46.18.91,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле бумагой и картоном",46.18.91,2022.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле бумагой и картоном",46.18.91,2023.0,0.5
"Деятельность агентов, специализирующихся на оптовой торговле бумагой и картоном",46.18.91,2024.0,0.3333333333333333
"Деятельность агентов, специализирующихся на оптовой торговле отходами, ломом и материалами для переработки",46.18.93,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле прочими товарами, не включенными в другие группировки",46.18.99,2021.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле прочими товарами, не включенными в другие группировки",46.18.99,2022.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле прочими товарами, не включенными в другие группировки",46.18.99,2023.0,1.0
"Деятельность агентов, специализирующихся на оптовой торговле прочими товарами, не включенными в другие группировки",46.18.99,2024.0,1.0
Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,46.19,2021.0,0.9159663865546218
Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,46.19,2022.0,0.9436619718309859
Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,46.19,2023.0,0.9850746268656716
Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,46.19,2024.0,0.9529411764705882
Торговля оптовая сельскохозяйственным сырьем и живыми животными,46.2,2021.0,0.9486552567237164
Торговля оптовая сельскохозяйственным сырьем и живыми животными,46.2,2022.0,0.9421841541755889
Торговля оптовая сельскохозяйственным сырьем и живыми животными,46.2,2023.0,0.988527724665392
Торговля оптовая сельскохозяйственным сырьем и живыми животными,46.2,2024.0,0.9619834710743802
"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",46.21,2021.0,0.9558441558441558
"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",46.21,2022.0,0.9433106575963719
"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",46.21,2023.0,0.9899598393574297
"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",46.21,2024.0,0.9664902998236331
"Торговля оптовая зерном, семенами и кормами для животных",46.21.1,2021.0,0.952
"Торговля оптовая зерном, семенами и кормами для животных",46.21.1,2022.0,0.9296296296296296
"Торговля оптовая зерном, семенами и кормами для животных",46.21.1,2023.0,0.9965635738831615
"Торговля оптовая зерном, семенами и кормами для животных",46.21.1,2024.0,0.9680511182108626
Торговля оптовая зерном,46.21.11,2021.0,0.9504132231404959
Торговля оптовая зерном,46.21.11,2022.0,0.9411764705882353
Торговля оптовая зерном,46.21.11,2023.0,0.9928571428571429
Торговля оптовая зерном,46.21.11,2024.0,0.9797297297297297
"Торговля оптовая семенами, кроме семян масличных культур",46.21.12,2021.0,0.9285714285714286
"Торговля оптовая семенами, кроме семян масличных культур",46.21.12,2022.0,0.8947368421052632
"Торговля оптовая семенами, кроме семян масличных культур",46.21.12,2023.0,1.0
"Торговля оптовая семенами, кроме семян масличных культур",46.21.12,2024.0,1.0
Торговля оптовая масличными семенами и маслосодержащими плодами,46.21.13,2021.0,0.8888888888888888
Торговля оптовая масличными семенами и маслосодержащими плодами,46.21.13,2022.0,0.9666666666666667
Торговля оптовая масличными семенами и маслосодержащими плодами,46.21.13,2023.0,1.0
Торговля оптовая масличными семенами и маслосодержащими плодами,46.21.13,2024.0,1.0
Торговля оптовая кормами для сельскохозяйственных животных,46.21.14,2021.0,0.9607843137254902
Торговля оптовая кормами для сельскохозяйственных животных,46.21.14,2022.0,0.8846153846153846
Торговля оптовая кормами для сельскохозяйственных животных,46.21.14,2023.0,1.0
Торговля оптовая кормами для сельскохозяйственных животных,46.21.14,2024.0,0.9230769230769231
"Торговля оптовая сельскохозяйственным сырьем, не включенным в другие группировки",46.21.19,2021.0,1.0
"Торговля оптовая сельскохозяйственным сырьем, не включенным в другие группировки",46.21.19,2022.0,0.9642857142857143
"Торговля оптовая сельскохозяйственным сырьем, не включенным в другие группировки",46.21.19,2023.0,1.0
"Торговля оптовая сельскохозяйственным сырьем, не включенным в другие группировки",46.21.19,2024.0,0.9117647058823529
Торговля оптовая необработанным табаком,46.21.2,2021.0,1.0
Торговля оптовая необработанным табаком,46.21.2,2023.0,
Торговля оптовая цветами и растениями,46.22,2021.0,0.8888888888888888
Торговля оптовая цветами и растениями,46.22,2022.0,1.0
Торговля оптовая цветами и растениями,46.22,2023.0,0.9285714285714286
Торговля оптовая цветами и растениями,46.22,2024.0,0.9130434782608695
Торговля оптовая живыми животными,46.23,2021.0,1.0
Торговля оптовая живыми животными,46.23,2022.0,1.0
Торговля оптовая живыми животными,46.23,2023.0,1.0
Торговля оптовая живыми животными,46.23,2024.0,0.9230769230769231
Торговля оптовая шкурами и кожей,46.24,2021.0,0.25
Торговля оптовая шкурами и кожей,46.24,2022.0,0.6
Торговля оптовая шкурами и кожей,46.24,2023.0,1.0
Торговля оптовая шкурами и кожей,46.24,2024.0,0.5
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2021.0,0.9681167252094028
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2022.0,0.9719086374376477
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2023.0,0.9910843373493976
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2024.0,0.9715447154471545
Торговля оптовая фруктами и овощами,46.31,2021.0,0.9312169312169312
Торговля оптовая фруктами и овощами,46.31,2022.0,0.9623655913978495
Торговля оптовая фруктами и овощами,46.31,2023.0,0.9812206572769953
Торговля оптовая фруктами и овощами,46.31,2024.0,0.9446808510638298
"Торговля оптовая свежими овощами, фруктами и орехами",46.31.1,2021.0,0.9367088607594937
"Торговля оптовая свежими овощами, фруктами и орехами",46.31.1,2022.0,0.9577464788732394
"Торговля оптовая свежими овощами, фруктами и орехами",46.31.1,2023.0,0.9885057471264368
"Торговля оптовая свежими овощами, фруктами и орехами",46.31.1,2024.0,0.9433962264150944
Торговля оптовая свежим картофелем,46.31.11,2021.0,0.5
Торговля оптовая свежим картофелем,46.31.11,2022.0,1.0
Торговля оптовая свежим картофелем,46.31.11,2023.0,1.0
Торговля оптовая свежим картофелем,46.31.11,2024.0,1.0
Торговля оптовая прочими свежими овощами,46.31.12,2021.0,1.0
Торговля оптовая прочими свежими овощами,46.31.12,2022.0,1.0
Торговля оптовая прочими свежими овощами,46.31.12,2023.0,1.0
Торговля оптовая прочими свежими овощами,46.31.12,2024.0,1.0
Торговля оптовая свежими фруктами и орехами,46.31.13,2021.0,1.0
Торговля оптовая свежими фруктами и орехами,46.31.13,2022.0,0.9487179487179487
Торговля оптовая свежими фруктами и орехами,46.31.13,2023.0,0.9827586206896551
Торговля оптовая свежими фруктами и орехами,46.31.13,2024.0,0.9358974358974359
"Торговля оптовая консервированными овощами, фруктами и орехами",46.31.2,2021.0,0.9117647058823529
"Торговля оптовая консервированными овощами, фруктами и орехами",46.31.2,2022.0,0.95
"Торговля оптовая консервированными овощами, фруктами и орехами",46.31.2,2023.0,1.0
"Торговля оптовая консервированными овощами, фруктами и орехами",46.31.2,2024.0,0.926829268292683
Торговля оптовая мясом и мясными продуктами,46.32,2021.0,0.9498607242339833
Торговля оптовая мясом и мясными продуктами,46.32,2022.0,0.9394736842105263
Торговля оптовая мясом и мясными продуктами,46.32,2023.0,0.9974874371859297
Торговля оптовая мясом и мясными продуктами,46.32,2024.0,0.9722863741339491
"Торговля оптовая мясом и мясом птицы, включая субпродукты",46.32.1,2021.0,0.9375
"Торговля оптовая мясом и мясом птицы, включая субпродукты",46.32.1,2022.0,0.9659863945578231
"Торговля оптовая мясом и мясом птицы, включая субпродукты",46.32.1,2023.0,1.0
"Торговля оптовая мясом и мясом птицы, включая субпродукты",46.32.1,2024.0,0.9659090909090909
Торговля оптовая продуктами из мяса и мяса птицы,46.32.2,2021.0,0.9770114942528736
Торговля оптовая продуктами из мяса и мяса птицы,46.32.2,2022.0,0.9397590361445783
Торговля оптовая продуктами из мяса и мяса птицы,46.32.2,2023.0,1.0
Торговля оптовая продуктами из мяса и мяса птицы,46.32.2,2024.0,0.9885057471264368
Торговля оптовая консервами из мяса и мяса птицы,46.32.3,2021.0,0.8571428571428571
Торговля оптовая консервами из мяса и мяса птицы,46.32.3,2022.0,0.9090909090909091
Торговля оптовая консервами из мяса и мяса птицы,46.32.3,2023.0,1.0
Торговля оптовая консервами из мяса и мяса птицы,46.32.3,2024.0,1.0
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2021.0,0.978891820580475
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2022.0,0.9863636363636363
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2023.0,0.989010989010989
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2024.0,0.9622641509433962
Торговля оптовая молочными продуктами,46.33.1,2021.0,0.9738219895287958
Торговля оптовая молочными продуктами,46.33.1,2022.0,0.9907407407407407
Торговля оптовая молочными продуктами,46.33.1,2023.0,0.9916666666666667
Торговля оптовая молочными продуктами,46.33.1,2024.0,0.9566929133858267
Торговля оптовая яйцами,46.33.2,2021.0,1.0
Торговля оптовая яйцами,46.33.2,2022.0,1.0
Торговля оптовая яйцами,46.33.2,2023.0,1.0
Торговля оптовая яйцами,46.33.2,2024.0,0.875
Торговля оптовая пищевыми маслами и жирами,46.33.3,2021.0,1.0
Торговля оптовая пищевыми маслами и жирами,46.33.3,2022.0,0.975
Торговля оптовая пищевыми маслами и жирами,46.33.3,2023.0,0.9878048780487805
Торговля оптовая пищевыми маслами и жирами,46.33.3,2024.0,0.9880952380952381
Торговля оптовая напитками,46.34,2021.0,0.9800235017626322
Торговля оптовая напитками,46.34,2022.0,0.991494532199271
Торговля оптовая напитками,46.34,2023.0,0.9915356711003628
Торговля оптовая напитками,46.34,2024.0,0.9690949227373068
"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",46.34.1,2021.0,0.9433962264150944
"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",46.34.1,2022.0,0.9682539682539683
"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",46.34.1,2023.0,1.0
"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",46.34.1,2024.0,0.9722222222222222
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2021.0,0.9874551971326165
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2022.0,0.9939516129032258
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2023.0,0.9962616822429906
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2024.0,0.975
"Торговля оптовая алкогольными напитками, кроме пива и пищевого этилового спирта",46.34.21,2021.0,0.953125
"Торговля оптовая алкогольными напитками, кроме пива и пищевого этилового спирта",46.34.21,2022.0,1.0
"Торговля оптовая алкогольными напитками, кроме пива и пищевого этилового спирта",46.34.21,2023.0,1.0
"Торговля оптовая алкогольными напитками, кроме пива и пищевого этилового спирта",46.34.21,2024.0,0.9696969696969697
Торговля оптовая пивом,46.34.23,2021.0,0.9753086419753086
Торговля оптовая пивом,46.34.23,2022.0,0.9782608695652174
Торговля оптовая пивом,46.34.23,2023.0,1.0
Торговля оптовая пивом,46.34.23,2024.0,0.9615384615384616
Торговля оптовая табачными изделиями,46.35,2021.0,0.9710743801652892
Торговля оптовая табачными изделиями,46.35,2022.0,0.9738805970149254
Торговля оптовая табачными изделиями,46.35,2023.0,0.993660855784469
Торговля оптовая табачными изделиями,46.35,2024.0,0.9865269461077845
"Торговля оптовая сахаром, шоколадом и сахаристыми кондитерскими изделиями",46.36,2021.0,0.961340206185567
"Торговля оптовая сахаром, шоколадом и сахаристыми кондитерскими изделиями",46.36,2022.0,0.9661458333333334
"Торговля оптовая сахаром, шоколадом и сахаристыми кондитерскими изделиями",46.36,2023.0,0.9904306220095693
"Торговля оптовая сахаром, шоколадом и сахаристыми кондитерскими изделиями",46.36,2024.0,0.9808153477218226
Торговля оптовая сахаром,46.36.1,2021.0,0.9622641509433962
Торговля оптовая сахаром,46.36.1,2022.0,0.9811320754716981
Торговля оптовая сахаром,46.36.1,2023.0,0.9848484848484849
Торговля оптовая сахаром,46.36.1,2024.0,0.9859154929577465
Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями,46.36.2,2021.0,0.9768518518518519
Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями,46.36.2,2022.0,0.986784140969163
Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями,46.36.2,2023.0,0.9872881355932204
Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями,46.36.2,2024.0,0.9878048780487805
Торговля оптовая мучными кондитерскими изделиями,46.36.3,2021.0,1.0
Торговля оптовая мучными кондитерскими изделиями,46.36.3,2022.0,1.0
Торговля оптовая мучными кондитерскими изделиями,46.36.3,2023.0,1.0
Торговля оптовая мучными кондитерскими изделиями,46.36.3,2024.0,1.0
Торговля оптовая хлебобулочными изделиями,46.36.4,2021.0,1.0
Торговля оптовая хлебобулочными изделиями,46.36.4,2022.0,0.8
Торговля оптовая хлебобулочными изделиями,46.36.4,2023.0,1.0
Торговля оптовая хлебобулочными изделиями,46.36.4,2024.0,1.0
"Торговля оптовая кофе, чаем, какао и пряностями",46.37,2021.0,0.9714285714285714
"Торговля оптовая кофе, чаем, какао и пряностями",46.37,2022.0,0.9733333333333334
"Торговля оптовая кофе, чаем, какао и пряностями",46.37,2023.0,0.9875
"Торговля оптовая кофе, чаем, какао и пряностями",46.37,2024.0,0.9595959595959596
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2021.0,0.9705093833780161
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2022.0,0.9784075573549258
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2023.0,0.9909399773499433
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2024.0,0.9771309771309772
"Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов",46.38.1,2021.0,0.9712230215827338
"Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов",46.38.1,2022.0,0.9781021897810219
"Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов",46.38.1,2023.0,0.9865771812080537
"Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов",46.38.1,2024.0,0.9763313609467456
Торговля оптовая прочими пищевыми продуктами,46.38.2,2021.0,0.9692671394799054
Торговля оптовая прочими пищевыми продуктами,46.38.2,2022.0,0.9767441860465116
Торговля оптовая прочими пищевыми продуктами,46.38.2,2023.0,0.9939879759519038
Торговля оптовая прочими пищевыми продуктами,46.38.2,2024.0,0.9775700934579439
"Торговля оптовая гомогенизированными пищевыми продуктами, детским и диетическим питанием",46.38.21,2021.0,0.9130434782608695
"Торговля оптовая гомогенизированными пищевыми продуктами, детским и диетическим питанием",46.38.21,2022.0,1.0
"Торговля оптовая гомогенизированными пищевыми продуктами, детским и диетическим питанием",46.38.21,2023.0,1.0
"Торговля оптовая гомогенизированными пищевыми продуктами, детским и диетическим питанием",46.38.21,2024.0,0.9523809523809523
Торговля оптовая кормами для домашних животных,46.38.22,2021.0,0.9807692307692307
Торговля оптовая кормами для домашних животных,46.38.22,2022.0,1.0
Торговля оптовая кормами для домашних животных,46.38.22,2023.0,1.0
Торговля оптовая кормами для домашних животных,46.38.22,2024.0,0.9866666666666667
Торговля оптовая мукой и макаронными изделиями,46.38.23,2021.0,1.0
Торговля оптовая мукой и макаронными изделиями,46.38.23,2022.0,1.0
Торговля оптовая мукой и макаронными изделиями,46.38.23,2023.0,1.0
Торговля оптовая мукой и макаронными изделиями,46.38.23,2024.0,1.0
Торговля оптовая крупами,46.38.24,2021.0,1.0
Торговля оптовая крупами,46.38.24,2022.0,1.0
Торговля оптовая крупами,46.38.24,2023.0,1.0
Торговля оптовая крупами,46.38.24,2024.0,0.9473684210526315
Торговля оптовая солью,46.38.25,2021.0,1.0
Торговля оптовая солью,46.38.25,2022.0,1.0
Торговля оптовая солью,46.38.25,2023.0,1.0
Торговля оптовая солью,46.38.25,2024.0,0.8666666666666667
Торговля оптовая мороженым и замороженными десертами,46.38.26,2021.0,1.0
Торговля оптовая мороженым и замороженными десертами,46.38.26,2022.0,1.0
Торговля оптовая мороженым и замороженными десертами,46.38.26,2023.0,1.0
Торговля оптовая мороженым и замороженными десертами,46.38.26,2024.0,1.0
"Торговля оптовая прочими пищевыми продуктами, не включенными в другие группировки",46.38.29,2021.0,0.9693486590038314
"Торговля оптовая прочими пищевыми продуктами, не включенными в другие группировки",46.38.29,2022.0,0.9659090909090909
"Торговля оптовая прочими пищевыми продуктами, не включенными в другие группировки",46.38.29,2023.0,0.990228013029316
"Торговля оптовая прочими пищевыми продуктами, не включенными в другие группировки",46.38.29,2024.0,0.9798850574712644
"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями",46.39,2021.0,0.9617021276595744
"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями",46.39,2022.0,0.9221311475409836
"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями",46.39,2023.0,0.9877551020408163
"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями",46.39,2024.0,0.948051948051948
Торговля оптовая неспециализированная замороженными пищевыми продуктами,46.39.1,2021.0,1.0
Торговля оптовая неспециализированная замороженными пищевыми продуктами,46.39.1,2022.0,1.0
Торговля оптовая неспециализированная замороженными пищевыми продуктами,46.39.1,2023.0,1.0
Торговля оптовая неспециализированная замороженными пищевыми продуктами,46.39.1,2024.0,0.8260869565217391
"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",46.39.2,2021.0,1.0
"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",46.39.2,2022.0,1.0
"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",46.39.2,2023.0,1.0
"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",46.39.2,2024.0,0.9666666666666667
Торговля оптовая непродовольственными потребительскими товарами,46.4,2021.0,0.9670966043695709
Торговля оптовая непродовольственными потребительскими товарами,46.4,2022.0,0.9800646551724138
Торговля оптовая непродовольственными потребительскими товарами,46.4,2023.0,0.9925410243659871
Торговля оптовая непродовольственными потребительскими товарами,46.4,2024.0,0.9760811790287509
Торговля оптовая текстильными изделиями,46.41,2021.0,0.9008264462809917
Торговля оптовая текстильными изделиями,46.41,2022.0,0.954954954954955
Торговля оптовая текстильными изделиями,46.41,2023.0,1.0
Торговля оптовая текстильными изделиями,46.41,2024.0,0.972027972027972
"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий",46.41.1,2021.0,0.9302325581395349
"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий",46.41.1,2022.0,0.9782608695652174
"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий",46.41.1,2023.0,1.0
"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий",46.41.1,2024.0,1.0
Торговля оптовая галантерейными изделиями,46.41.2,2021.0,1.0
Торговля оптовая галантерейными изделиями,46.41.2,2022.0,1.0
Торговля оптовая галантерейными изделиями,46.41.2,2023.0,1.0
Торговля оптовая галантерейными изделиями,46.41.2,2024.0,0.9230769230769231
Торговля оптовая одеждой и обувью,46.42,2021.0,0.9741935483870968
Торговля оптовая одеждой и обувью,46.42,2022.0,0.9798657718120806
